1,技.06,どくどく
1,技.09,ベノムショック
1,技.10,めざめるパワー
1,技.11,にほんばれ
1,技.16,ひかりのかべ
1,技.17,まもる
1,技.20,しんぴのまもり
1,技.21,やつあたり
1,技.22,ソーラービーム
1,技.27,おんがえし
1,技.32,かげぶんしん
1,技.36,ヘドロばくだん
1,技.42,からげんき
1,技.44,ねむる
1,技.45,メロメロ
1,技.48,りんしょう
1,技.49,エコーボイス
1,技.53,エナジーボール
1,技.70,フラッシュ
1,技.75,つるぎのまい
1,技.86,くさむすび
1,技.87,いばる
1,技.88,ねごと
1,技.90,みがわり
1,技.94,いわくだき
1,技.96,しぜんのちから
1,技.100,ないしょばなし
1,秘.1,いあいぎり
1,秘.4,かいりき
2,技.06,どくどく
2,技.09,ベノムショック
2,技.10,めざめるパワー
2,技.11,にほんばれ
2,技.16,ひかりのかべ
2,技.17,まもる
2,技.20,しんぴのまもり
2,技.21,やつあたり
2,技.22,ソーラービーム
2,技.27,おんがえし
2,技.32,かげぶんしん
2,技.36,ヘドロばくだん
2,技.42,からげんき
2,技.44,ねむる
2,技.45,メロメロ
2,技.48,りんしょう
2,技.49,エコーボイス
2,技.53,エナジーボール
2,技.70,フラッシュ
2,技.75,つるぎのまい
2,技.86,くさむすび
2,技.87,いばる
2,技.88,ねごと
2,技.90,みがわり
2,技.94,いわくだき
2,技.96,しぜんのちから
2,技.100,ないしょばなし
2,秘.1,いあいぎり
2,秘.4,かいりき
3,技.05,ほえる
3,技.06,どくどく
3,技.09,ベノムショック
3,技.10,めざめるパワー
3,技.11,にほんばれ
3,技.15,はかいこうせん
3,技.16,ひかりのかべ
3,技.17,まもる
3,技.20,しんぴのまもり
3,技.21,やつあたり
3,技.22,ソーラービーム
3,技.26,じしん
3,技.27,おんがえし
3,技.32,かげぶんしん
3,技.36,ヘドロばくだん
3,技.42,からげんき
3,技.44,ねむる
3,技.45,メロメロ
3,技.48,りんしょう
3,技.49,エコーボイス
3,技.53,エナジーボール
3,技.68,ギガインパクト
3,技.70,フラッシュ
3,技.75,つるぎのまい
3,技.78,じならし
3,技.86,くさむすび
3,技.87,いばる
3,技.88,ねごと
3,技.90,みがわり
3,技.94,いわくだき
3,技.96,しぜんのちから
3,技.100,ないしょばなし
3,秘.1,いあいぎり
3,秘.4,かいりき
4,技.01,つめとぎ
4,技.02,ドラゴンクロー
4,技.06,どくどく
4,技.10,めざめるパワー
4,技.11,にほんばれ
4,技.17,まもる
4,技.21,やつあたり
4,技.27,おんがえし
4,技.28,あなをほる
4,技.31,かわらわり
4,技.32,かげぶんしん
4,技.35,かえんほうしゃ
4,技.38,だいもんじ
4,技.39,がんせきふうじ
4,技.40,つばめがえし
4,技.42,からげんき
4,技.43,ニトロチャージ
4,技.44,ねむる
4,技.45,メロメロ
4,技.48,りんしょう
4,技.49,エコーボイス
4,技.50,オーバーヒート
4,技.56,なげつける
4,技.59,やきつくす
