1,技.06,どくどく
1,技.09,タネマシンガン
1,技.10,めざめるパワー
1,技.11,にほんばれ
1,技.17,まもる
1,技.19,ギガドレイン
1,技.21,やつあたり
1,技.22,ソーラービーム
1,技.27,おんがえし
1,技.32,かげぶんしん
1,技.36,ヘドロばくだん
1,技.42,からげんき
1,技.43,ひみつのちから
1,技.44,ねむる
1,技.45,メロメロ
1,秘.1,いあいぎり
1,秘.4,かいりき
1,秘.5,フラッシュ
1,秘.6,いわくだき
2,技.06,どくどく
2,技.09,タネマシンガン
2,技.10,めざめるパワー
2,技.11,にほんばれ
2,技.17,まもる
2,技.19,ギガドレイン
2,技.21,やつあたり
2,技.22,ソーラービーム
2,技.27,おんがえし
2,技.32,かげぶんしん
2,技.36,ヘドロばくだん
2,技.42,からげんき
2,技.43,ひみつのちから
2,技.44,ねむる
2,技.45,メロメロ
2,秘.1,いあいぎり
2,秘.4,かいりき
2,秘.5,フラッシュ
2,秘.6,いわくだき
3,技.05,ほえる
3,技.06,どくどく
3,技.09,タネマシンガン
3,技.10,めざめるパワー
3,技.11,にほんばれ
3,技.15,はかいこうせん
3,技.17,まもる
3,技.19,ギガドレイン
3,技.21,やつあたり
3,技.22,ソーラービーム
3,技.26,じしん
3,技.27,おんがえし
3,技.32,かげぶんしん
3,技.36,ヘドロばくだん
3,技.42,からげんき
3,技.43,ひみつのちから
3,技.44,ねむる
3,技.45,メロメロ
3,秘.1,いあいぎり
3,秘.4,かいりき
3,秘.5,フラッシュ
3,秘.6,いわくだき
4,技.01,きあいパンチ
4,技.02,ドラゴンクロー
4,技.06,どくどく
4,技.10,めざめるパワー
4,技.11,にほんばれ
4,技.17,まもる
4,技.21,やつあたり
4,技.23,アイアンテール
4,技.27,おんがえし
4,技.28,あなをほる
4,技.31,かわらわり
4,技.32,かげぶんしん
4,技.35,かえんほうしゃ
4,技.38,だいもんじ
4,技.40,つばめがえし
4,技.42,からげんき
4,技.43,ひみつのちから
4,技.44,ねむる
4,技.45,メロメロ
4,技.50,オーバーヒート
4,秘.1,いあいぎり
4,秘.4,かいりき
4,秘.6,いわくだき
